full_epi_code,color,hex_value
S17E05,Liquid Clear,#FFFFFF
S17E05,Midnight Black,#000000
S17E05,Phthalo Blue,#0C0040
S17E05,Prussian Blue,#021E44
S17E05,Sap Green,#0A3410
S17E05,Titanium White,#FFFFFF
S17E05,Van Dyke Brown,#221B15
S17E05,Yellow Ochre,#C79B00
S17E06,Alizarin Crimson,#4E1500
S17E06,Bright Red,#DB0000
S17E06,Cadmium Yellow,#FFEC00
S17E06,Dark Sienna,#5F2E1F
S17E06,Indian Yellow,#FFB800
S17E06,Midnight Black,#000000
S17E06,Phthalo Blue,#0C0040
S17E06,Titanium White,#FFFFFF
S17E06,Van Dyke Brown,#221B15
S17E06,Yellow Ochre,#C79B00
S17E07,Alizarin Crimson,#4E1500
S17E07,Black Gesso,#000000
S17E07,Bright Red,#DB0000
S17E07,Cadmium Yellow,#FFEC00
S17E07,Dark Sienna,#5F2E1F
S17E07,Indian Yellow,#FFB800
S17E07,Liquid Clear,#FFFFFF
S17E07,Midnight Black,#000000
S17E07,Phthalo Blue,#0C0040
S17E07,Phthalo Green,#102E3C
S17E07,Prussian Blue,#021E44
S17E07,Sap Green,#0A3410
S17E07,Titanium White,#FFFFFF
S17E07,Van Dyke Brown,#221B15
S17E07,Yellow Ochre,#C79B00
S17E08,Alizarin Crimson,#4E1500
S17E08,Bright Red,#DB0000
S17E08,Cadmium Yellow,#FFEC00
S17E08,Dark Sienna,#5F2E1F
S17E08,Indian Yellow,#FFB800
S17E08,Midnight Black,#000000
S17E08,Phthalo Blue,#0C0040
S17E08,Phthalo Green,#102E3C
S17E08,Prussian Blue,#021E44
S17E08,Sap Green,#0A3410
S17E08,Titanium White,#FFFFFF
S17E08,Van Dyke Brown,#221B15
S17E08,Yellow Ochre,#C79B00
S17E09,Alizarin Crimson,#4E1500
S17E09,Bright Red,#DB0000
S17E09,Cadmium Yellow,#FFEC00
S17E09,Dark Sienna,#5F2E1F
S17E09,Indian Yellow,#FFB800
S17E09,Midnight Black,#000000
S17E09,Phthalo Blue,#0C0040
S17E09,Prussian Blue,#021E44
S17E09,Sap Green,#0A3410
S17E09,Titanium White,#FFFFFF
S17E09,Van Dyke Brown,#221B15
S17E09,Yellow Ochre,#C79B00
S17E10,Alizarin Crimson,#4E1500
S17E10,Bright Red,#DB0000
S17E10,Cadmium Yellow,#FFEC00
S17E10,Dark Sienna,#5F2E1F
S17E10,Indian Yellow,#FFB800
S17E10,Midnight Black,#000000
S17E10,Phthalo Blue,#0C0040
S17E10,Sap Green,#0A3410
S17E10,Titanium White,#FFFFFF
S17E10,Van Dyke Brown,#221B15
S17E10,Yellow Ochre,#C79B00
S17E11,Alizarin Crimson,#4E1500
S17E11,Black Gesso,#000000
S17E11,Bright Red,#DB0000
S17E11,Cadmium Yellow,#FFEC00
S17E11,Dark Sienna,#5F2E1F
S17E11,Midnight Black,#000000
S17E11,Phthalo Blue,#0C0040
S17E11,Prussian Blue,#021E44
S17E11,Sap Green,#0A3410
S17E11,Titanium White,#FFFFFF
S17E11,Van Dyke Brown,#221B15
S17E11,Yellow Ochre,#C79B00
S17E12,Alizarin Crimson,#4E1500
S17E12,Black Gesso,#000000
S17E12,Bright Red,#DB0000
S17E12,Cadmium Yellow,#FFEC00
S17E12,Dark Sienna,#5F2E1F
S17E12,Indian Yellow,#FFB800
S17E12,Midnight Black,#000000
S17E12,Phthalo Blue,#0C0040
S17E12,Prussian Blue,#021E44
S17E12,Sap Green,#0A3410
S17E12,Titanium White,#FFFFFF
S17E12,Van Dyke Brown,#221B15
S17E12,Yellow Ochre,#C79B00
S17E13,Alizarin Crimson,#4E1500
S17E13,Bright Red,#DB0000
S17E13,Cadmium Yellow,#FFEC00
S17E13,Dark Sienna,#5F2E1F
S17E13,Indian Yellow,#FFB800
S17E13,Midnight Black,#000000
S17E13,Phthalo Blue,#0C0040
S17E13,Sap Green,#0A3410
S17E13,Titanium White,#FFFFFF
S17E13,Van Dyke Brown,#221B15
S17E13,Yellow Ochre,#C79B00
S18E01,Alizarin Crimson,#4E1500
S18E01,Bright Red,#DB0000
S18E01,Cadmium Yellow,#FFEC00
S18E01,Dark Sienna,#5F2E1F
S18E01,Indian Yellow,#FFB800
S18E01,Midnight Black,#000000
S18E01,Phthalo Blue,#0C0040
S18E01,Prussian Blue,#021E44
S18E01,Sap Green,#0A3410
S18E01,Titanium White,#FFFFFF
S18E01,Van Dyke Brown,#221B15
S18E01,Yellow Ochre,#C79B00
S18E02,Alizarin Crimson,#4E1500
S18E02,Bright Red,#DB0000
S18E02,Cadmium Yellow,#FFEC00
S18E02,Dark Sienna,#5F2E1F
S18E02,Indian Yellow,#FFB800
S18E02,Midnight Black,#000000
S18E02,Phthalo Blue,#0C0040
S18E02,Sap Green,#0A3410
S18E02,Titanium White,#FFFFFF
S18E02,Van Dyke Brown,#221B15
S18E02,Yellow Ochre,#C79B00
S18E03,Alizarin Crimson,#4E1500
S18E03,Black Gesso,#000000
S18E03,Cadmium Yellow,#FFEC00
S18E03,Dark Sienna,#5F2E1F
S18E03,Liquid Clear,#FFFFFF
S18E03,Midnight Black,#000000
S18E03,Phthalo Blue,#0C0040
S18E03,Prussian Blue,#021E44
S18E03,Titanium White,#FFFFFF
S18E03,Van Dyke Brown,#221B15
S18E04,Alizarin Crimson,#4E1500
S18E04,Black Gesso,#000000
S18E04,Bright Red,#DB0000
S18E04,Cadmium Yellow,#FFEC00
S18E04,Dark Sienna,#5F2E1F
S18E04,Indian Yellow,#FFB800
S18E04,Midnight Black,#000000
S18E04,Phthalo Blue,#0C0040
S18E04,Sap Green,#0A3410
S18E04,Titanium White,#FFFFFF
S18E04,Van Dyke Brown,#221B15
S18E04,Yellow Ochre,#C79B00
S18E05,Alizarin Crimson,#4E1500
S18E05,Bright Red,#DB0000
S18E05,Cadmium Yellow,#FFEC00
S18E05,Dark Sienna,#5F2E1F
S18E05,Indian Yellow,#FFB800
S18E05,Midnight Black,#000000
S18E05,Phthalo Blue,#0C0040
S18E05,Sap Green,#0A3410
S18E05,Titanium White,#FFFFFF
S18E05,Van Dyke Brown,#221B15
S18E05,Yellow Ochre,#C79B00
S18E06,Alizarin Crimson,#4E1500
S18E06,Bright Red,#DB0000
S18E06,Cadmium Yellow,#FFEC00
S18E06,Dark Sienna,#5F2E1F
S18E06,Indian Yellow,#FFB800
S18E06,Midnight Black,#000000
S18E06,Phthalo Blue,#0C0040
S18E06,Phthalo Green,#102E3C
S18E06,Prussian Blue,#021E44
S18E06,Sap Green,#0A3410
S18E06,Titanium White,#FFFFFF
S18E06,Van Dyke Brown,#221B15
S18E06,Yellow Ochre,#C79B00
S18E07,Alizarin Crimson,#4E1500
S18E07,Black Gesso,#000000
S18E07,Bright Red,#DB0000
S18E07,Cadmium Yellow,#FFEC00
S18E07,Dark Sienna,#5F2E1F
S18E07,Indian Yellow,#FFB800
S18E07,Midnight Black,#000000
S18E07,Phthalo Blue,#0C0040
S18E07,Sap Green,#0A3410
S18E07,Titanium White,#FFFFFF
S18E07,Van Dyke Brown,#221B15
S18E07,Yellow Ochre,#C79B00
S18E08,Alizarin Crimson,#4E1500
S18E08,Bright Red,#DB0000
S18E08,Dark Sienna,#5F2E1F
S18E08,Midnight Black,#000000
S18E08,Phthalo Blue,#0C0040
S18E08,Prussian Blue,#021E44
S18E08,Titanium White,#FFFFFF
S18E08,Van Dyke Brown,#221B15
S18E09,Alizarin Crimson,#4E1500
S18E09,Black Gesso,#000000
S18E09,Cadmium Yellow,#FFEC00
S18E09,Dark Sienna,#5F2E1F
S18E09,Indian Yellow,#FFB800
S18E09,Midnight Black,#000000
S18E09,Phthalo Blue,#0C0040
S18E09,Sap Green,#0A3410
S18E09,Titanium White,#FFFFFF
S18E09,Van Dyke Brown,#221B15
S18E09,Yellow Ochre,#C79B00
S18E10,Alizarin Crimson,#4E1500
S18E10,Bright Red,#DB0000
S18E10,Cadmium Yellow,#FFEC00
S18E10,Dark Sienna,#5F2E1F
S18E10,Indian Yellow,#FFB800
S18E10,Liquid Black,#000000
S18E10,Midnight Black,#000000
S18E10,Phthalo Blue,#0C0040
S18E10,Prussian Blue,#021E44
S18E10,Sap Green,#0A3410
S18E10,Titanium White,#FFFFFF
S18E10,Van Dyke Brown,#221B15
S18E10,Yellow Ochre,#C79B00
S18E11,Alizarin Crimson,#4E1500
S18E11,Black Gesso,#000000
S18E11,Bright Red,#DB0000
S18E11,Cadmium Yellow,#FFEC00
S18E11,Dark Sienna,#5F2E1F
S18E11,Indian Yellow,#FFB800
S18E11,Midnight Black,#000000
S18E11,Phthalo Blue,#0C0040
S18E11,Sap Green,#0A3410
S18E11,Titanium White,#FFFFFF
S18E11,Van Dyke Brown,#221B15
S18E11,Yellow Ochre,#C79B00
S18E12,Alizarin Crimson,#4E1500
S18E12,Bright Red,#DB0000
S18E12,Cadmium Yellow,#FFEC00
S18E12,Dark Sienna,#5F2E1F
S18E12,Midnight Black,#000000
S18E12,Phthalo Blue,#0C0040
S18E12,Sap Green,#0A3410
S18E12,Titanium White,#FFFFFF
S18E12,Van Dyke Brown,#221B15
S18E12,Yellow Ochre,#C79B00
S18E13,Alizarin Crimson,#4E1500
S18E13,Bright Red,#DB0000
S18E13,Cadmium Yellow,#FFEC00
S18E13,Dark Sienna,#5F2E1F
S18E13,Indian Yellow,#FFB800
S18E13,Liquid Black,#000000
S18E13,Midnight Black,#000000
S18E13,Phthalo Blue,#0C0040
S18E13,Sap Green,#0A3410
S18E13,Titanium White,#FFFFFF
S18E13,Van Dyke Brown,#221B15
S18E13,Yellow Ochre,#C79B00
S19E01,Alizarin Crimson,#4E1500
S19E01,Bright Red,#DB0000
S19E01,Cadmium Yellow,#FFEC00
S19E01,Dark Sienna,#5F2E1F
S19E01,Indian Yellow,#FFB800
S19E01,Midnight Black,#000000
S19E01,Phthalo Blue,#0C0040
S19E01,Titanium White,#FFFFFF
S19E01,Van Dyke Brown,#221B15
S19E01,Yellow Ochre,#C79B00
S19E02,Alizarin Crimson,#4E1500
S19E02,Black Gesso,#000000
S19E02,Bright Red,#DB0000
S19E02,Cadmium Yellow,#FFEC00
S19E02,Dark Sienna,#5F2E1F
S19E02,Indian Yellow,#FFB800
S19E02,Liquid Clear,#FFFFFF
S19E02,Midnight Black,#000000
S19E02,Phthalo Blue,#0C0040
S19E02,Prussian Blue,#021E44
S19E02,Sap Green,#0A3410
S19E02,Titanium White,#FFFFFF
S19E02,Van Dyke Brown,#221B15
S19E02,Yellow Ochre,#C79B00
S19E03,Alizarin Crimson,#4E1500
S19E03,Bright Red,#DB0000
S19E03,Cadmium Yellow,#FFEC00
S19E03,Dark Sienna,#5F2E1F
S19E03,Indian Yellow,#FFB800
S19E03,Midnight Black,#000000
S19E03,Phthalo Blue,#0C0040
S19E03,Prussian Blue,#021E44
S19E03,Sap Green,#0A3410
S19E03,Titanium White,#FFFFFF
S19E03,Van Dyke Brown,#221B15
S19E03,Yellow Ochre,#C79B00
S19E04,Alizarin Crimson,#4E1500
S19E04,Dark Sienna,#5F2E1F
S19E04,Midnight Black,#000000
S19E04,Prussian Blue,#021E44
S19E04,Titanium White,#FFFFFF
S19E04,Van Dyke Brown,#221B15
S19E04,Yellow Ochre,#C79B00
S19E05,Alizarin Crimson,#4E1500
S19E05,Cadmium Yellow,#FFEC00
S19E05,Dark Sienna,#5F2E1F
S19E05,Indian Yellow,#FFB800
S19E05,Midnight Black,#000000
S19E05,Phthalo Blue,#0C0040
S19E05,Prussian Blue,#021E44
S19E05,Sap Green,#0A3410
S19E05,Titanium White,#FFFFFF
S19E05,Van Dyke Brown,#221B15
S19E05,Yellow Ochre,#C79B00
S19E06,Alizarin Crimson,#4E1500
S19E06,Black Gesso,#000000
S19E06,Bright Red,#DB0000
S19E06,Cadmium Yellow,#FFEC00
S19E06,Dark Sienna,#5F2E1F
S19E06,Indian Yellow,#FFB800
S19E06,Liquid Clear,#FFFFFF
S19E06,Midnight Black,#000000
S19E06,Phthalo Blue,#0C0040
S19E06,Prussian Blue,#021E44
S19E06,Sap Green,#0A3410
S19E06,Titanium White,#FFFFFF
S19E06,Van Dyke Brown,#221B15
S19E06,Yellow Ochre,#C79B00
S19E07,Alizarin Crimson,#4E1500
S19E07,Bright Red,#DB0000
S19E07,Cadmium Yellow,#FFEC00
S19E07,Dark Sienna,#5F2E1F
S19E07,Midnight Black,#000000
S19E07,Phthalo Blue,#0C0040
S19E07,Prussian Blue,#021E44
S19E07,Titanium White,#FFFFFF
S19E07,Van Dyke Brown,#221B15
S19E07,Yellow Ochre,#C79B00
S19E08,Alizarin Crimson,#4E1500
S19E08,Bright Red,#DB0000
S19E08,Cadmium Yellow,#FFEC00
S19E08,Dark Sienna,#5F2E1F
S19E08,Indian Yellow,#FFB800
S19E08,Midnight Black,#000000
S19E08,Phthalo Blue,#0C0040
S19E08,Phthalo Green,#102E3C
S19E08,Prussian Blue,#021E44
S19E08,Sap Green,#0A3410
S19E08,Titanium White,#FFFFFF
S19E08,Van Dyke Brown,#221B15
S19E08,Yellow Ochre,#C79B00
S19E09,Alizarin Crimson,#4E1500
S19E09,Bright Red,#DB0000
S19E09,Cadmium Yellow,#FFEC00
S19E09,Dark Sienna,#5F2E1F
S19E09,Liquid Clear,#FFFFFF
S19E09,Midnight Black,#000000
S19E09,Phthalo Blue,#0C0040
S19E09,Titanium White,#FFFFFF
S19E09,Van Dyke Brown,#221B15
S19E09,Yellow Ochre,#C79B00
S19E10,Alizarin Crimson,#4E1500
S19E10,Black Gesso,#000000
S19E10,Bright Red,#DB0000
S19E10,Cadmium Yellow,#FFEC00
S19E10,Dark Sienna,#5F2E1F
S19E10,Indian Yellow,#FFB800
S19E10,Midnight Black,#000000
S19E10,Phthalo Blue,#0C0040
S19E10,Sap Green,#0A3410
S19E10,Titanium White,#FFFFFF
S19E10,Van Dyke Brown,#221B15
S19E10,Yellow Ochre,#C79B00
S19E11,Alizarin Crimson,#4E1500
S19E11,Bright Red,#DB0000
S19E11,Cadmium Yellow,#FFEC00
S19E11,Dark Sienna,#5F2E1F
S19E11,Midnight Black,#000000
S19E11,Phthalo Blue,#0C0040
S19E11,Titanium White,#FFFFFF
S19E11,Van Dyke Brown,#221B15
S19E11,Yellow Ochre,#C79B00
S19E12,Alizarin Crimson,#4E1500
S19E12,Black Gesso,#000000
S19E12,Cadmium Yellow,#FFEC00
S19E12,Dark Sienna,#5F2E1F
S19E12,Liquid Clear,#FFFFFF
S19E12,Midnight Black,#000000
S19E12,Phthalo Blue,#0C0040
S19E12,Prussian Blue,#021E44
S19E12,Titanium White,#FFFFFF
S19E12,Van Dyke Brown,#221B15
S19E13,Alizarin Crimson,#4E1500
S19E13,Bright Red,#DB0000
S19E13,Cadmium Yellow,#FFEC00
S19E13,Dark Sienna,#5F2E1F
S19E13,Indian Yellow,#FFB800
S19E13,Midnight Black,#000000
S19E13,Phthalo Blue,#0C0040
S19E13,Phthalo Green,#102E3C
S19E13,Prussian Blue,#021E44
S19E13,Sap Green,#0A3410
S19E13,Titanium White,#FFFFFF
S19E13,Van Dyke Brown,#221B15
S19E13,Yellow Ochre,#C79B00
S20E01,Alizarin Crimson,#4E1500
S20E01,Bright Red,#DB0000
S20E01,Cadmium Yellow,#FFEC00
S20E01,Dark Sienna,#5F2E1F
S20E01,Indian Yellow,#FFB800
S20E01,Midnight Black,#000000
S20E01,Phthalo Blue,#0C0040
S20E01,Prussian Blue,#021E44
S20E01,Sap Green,#0A3410
S20E01,Titanium White,#FFFFFF
S20E01,Van Dyke Brown,#221B15
S20E01,Yellow Ochre,#C79B00
S20E02,Alizarin Crimson,#4E1500
S20E02,Bright Red,#DB0000
S20E02,Cadmium Yellow,#FFEC00
S20E02,Dark Sienna,#5F2E1F
S20E02,Indian Yellow,#FFB800
S20E02,Liquid Clear,#FFFFFF
S20E02,Midnight Black,#000000
S20E02,Phthalo Blue,#0C0040
S20E02,Sap Green,#0A3410
S20E02,Titanium White,#FFFFFF
S20E02,Van Dyke Brown,#221B15
S20E02,Yellow Ochre,#C79B00
S20E03,Alizarin Crimson,#4E1500
S20E03,Bright Red,#DB0000
S20E03,Dark Sienna,#5F2E1F
S20E03,Indian Yellow,#FFB800
S20E03,Midnight Black,#000000
S20E03,Phthalo Blue,#0C0040
S20E03,Titanium White,#FFFFFF
S20E03,Van Dyke Brown,#221B15
S20E03,Yellow Ochre,#C79B00
S20E04,Alizarin Crimson,#4E1500
S20E04,Bright Red,#DB0000
S20E04,Cadmium Yellow,#FFEC00
S20E04,Dark Sienna,#5F2E1F
S20E04,Indian Yellow,#FFB800
S20E04,Midnight Black,#000000
S20E04,Phthalo Blue,#0C0040
S20E04,Sap Green,#0A3410
S20E04,Titanium White,#FFFFFF
S20E04,Van Dyke Brown,#221B15
S20E04,Yellow Ochre,#C79B00
S20E05,Alizarin Crimson,#4E1500
S20E05,Cadmium Yellow,#FFEC00
S20E05,Dark Sienna,#5F2E1F
S20E05,Indian Yellow,#FFB800
S20E05,Midnight Black,#000000
S20E05,Phthalo Blue,#0C0040
S20E05,Phthalo Green,#102E3C
S20E05,Prussian Blue,#021E44
S20E05,Sap Green,#0A3410
S20E05,Titanium White,#FFFFFF
S20E05,Van Dyke Brown,#221B15
S20E05,Yellow Ochre,#C79B00
S20E06,Alizarin Crimson,#4E1500
S20E06,Black Gesso,#000000
S20E06,Bright Red,#DB0000
S20E06,Cadmium Yellow,#FFEC00
S20E06,Dark Sienna,#5F2E1F
S20E06,Indian Yellow,#FFB800
S20E06,Midnight Black,#000000
S20E06,Phthalo Blue,#0C0040
S20E06,Sap Green,#0A3410
S20E06,Titanium White,#FFFFFF
S20E06,Van Dyke Brown,#221B15
S20E06,Yellow Ochre,#C79B00
S20E07,Alizarin Crimson,#4E1500
S20E07,Bright Red,#DB0000
S20E07,Cadmium Yellow,#FFEC00
S20E07,Dark Sienna,#5F2E1F
S20E07,Indian Yellow,#FFB800
S20E07,Midnight Black,#000000
S20E07,Phthalo Blue,#0C0040
S20E07,Sap Green,#0A3410
S20E07,Titanium White,#FFFFFF
S20E07,Van Dyke Brown,#221B15
S20E07,Yellow Ochre,#C79B00
S20E08,Alizarin Crimson,#4E1500
S20E08,Black Gesso,#000000
S20E08,Bright Red,#DB0000
S20E08,Cadmium Yellow,#FFEC00
S20E08,Dark Sienna,#5F2E1F
S20E08,Indian Yellow,#FFB800
S20E08,Liquid Clear,#FFFFFF
S20E08,Midnight Black,#000000
S20E08,Phthalo Blue,#0C0040
S20E08,Sap Green,#0A3410
S20E08,Titanium White,#FFFFFF
S20E08,Van Dyke Brown,#221B15
S20E08,Yellow Ochre,#C79B00
S20E09,Alizarin Crimson,#4E1500
S20E09,Dark Sienna,#5F2E1F
S20E09,Midnight Black,#000000
S20E09,Phthalo Blue,#0C0040
S20E09,Prussian Blue,#021E44
S20E09,Titanium White,#FFFFFF
S20E10,Alizarin Crimson,#4E1500
S20E10,Bright Red,#DB0000
S20E10,Cadmium Yellow,#FFEC00
S20E10,Dark Sienna,#5F2E1F
S20E10,Indian Yellow,#FFB800
S20E10,Midnight Black,#000000
S20E10,Phthalo Blue,#0C0040
S20E10,Prussian Blue,#021E44
S20E10,Sap Green,#0A3410
S20E10,Titanium White,#FFFFFF
S20E10,Van Dyke Brown,#221B15
S20E10,Yellow Ochre,#C79B00
S20E11,Alizarin Crimson,#4E1500
S20E11,Bright Red,#DB0000
S20E11,Cadmium Yellow,#FFEC00
S20E11,Dark Sienna,#5F2E1F
S20E11,Indian Yellow,#FFB800
S20E11,Midnight Black,#000000
S20E11,Phthalo Blue,#0C0040
S20E11,Prussian Blue,#021E44
S20E11,Sap Green,#0A3410
S20E11,Titanium White,#FFFFFF
S20E11,Van Dyke Brown,#221B15
S20E11,Yellow Ochre,#C79B00
S20E12,Alizarin Crimson,#4E1500
S20E12,Bright Red,#DB0000
S20E12,Cadmium Yellow,#FFEC00
S20E12,Dark Sienna,#5F2E1F
S20E12,Indian Yellow,#FFB800
S20E12,Midnight Black,#000000
S20E12,Phthalo Blue,#0C0040
S20E12,Sap Green,#0A3410
S20E12,Titanium White,#FFFFFF
S20E12,Van Dyke Brown,#221B15
S20E12,Yellow Ochre,#C79B00
S20E13,Alizarin Crimson,#4E1500
S20E13,Bright Red,#DB0000
S20E13,Cadmium Yellow,#FFEC00
S20E13,Dark Sienna,#5F2E1F
S20E13,Indian Yellow,#FFB800
S20E13,Midnight Black,#000000
S20E13,Phthalo Blue,#0C0040
S20E13,Phthalo Green,#102E3C
S20E13,Prussian Blue,#021E44
S20E13,Sap Green,#0A3410
S20E13,Titanium White,#FFFFFF
S20E13,Van Dyke Brown,#221B15
S20E13,Yellow Ochre,#C79B00
S21E01,Alizarin Crimson,#4E1500
S21E01,Black Gesso,#000000
S21E01,Bright Red,#DB0000
S21E01,Cadmium Yellow,#FFEC00
S21E01,Dark Sienna,#5F2E1F
S21E01,Indian Yellow,#FFB800
S21E01,Midnight Black,#000000
S21E01,Phthalo Blue,#0C0040
S21E01,Prussian Blue,#021E44
S21E01,Sap Green,#0A3410
S21E01,Titanium White,#FFFFFF
S21E01,Van Dyke Brown,#221B15
S21E01,Yellow Ochre,#C79B00
S21E02,Alizarin Crimson,#4E1500
S21E02,Cadmium Yellow,#FFEC00
S21E02,Dark Sienna,#5F2E1F
S21E02,Indian Yellow,#FFB800
S21E02,Liquid Clear,#FFFFFF
S21E02,Midnight Black,#000000
S21E02,Phthalo Blue,#0C0040
S21E02,Titanium White,#FFFFFF
S21E02,Van Dyke Brown,#221B15
S21E02,Yellow Ochre,#C79B00
S21E03,Alizarin Crimson,#4E1500
S21E03,Black Gesso,#000000
S21E03,Bright Red,#DB0000
S21E03,Cadmium Yellow,#FFEC00
S21E03,Dark Sienna,#5F2E1F
S21E03,Indian Yellow,#FFB800
S21E03,Liquid Clear,#FFFFFF
S21E03,Midnight Black,#000000
S21E03,Phthalo Blue,#0C0040
S21E03,Prussian Blue,#021E44
S21E03,Sap Green,#0A3410
S21E03,Titanium White,#FFFFFF
S21E03,Van Dyke Brown,#221B15
S21E03,Yellow Ochre,#C79B00
S21E04,Alizarin Crimson,#4E1500
S21E04,Black Gesso,#000000
S21E04,Bright Red,#DB0000
S21E04,Cadmium Yellow,#FFEC00
S21E04,Dark Sienna,#5F2E1F
S21E04,Indian Yellow,#FFB800
S21E04,Midnight Black,#000000
S21E04,Phthalo Blue,#0C0040
S21E04,Sap Green,#0A3410
S21E04,Titanium White,#FFFFFF
S21E04,Van Dyke Brown,#221B15
S21E04,Yellow Ochre,#C79B00
S21E05,Alizarin Crimson,#4E1500
S21E05,Black Gesso,#000000
S21E05,Bright Red,#DB0000
S21E05,Cadmium Yellow,#FFEC00
S21E05,Dark Sienna,#5F2E1F
S21E05,Indian Yellow,#FFB800
S21E05,Liquid Clear,#FFFFFF
S21E05,Midnight Black,#000000
S21E05,Phthalo Blue,#0C0040
S21E05,Sap Green,#0A3410
S21E05,Titanium White,#FFFFFF
S21E05,Van Dyke Brown,#221B15
S21E05,Yellow Ochre,#C79B00
S21E06,Alizarin Crimson,#4E1500
S21E06,Dark Sienna,#5F2E1F
S21E06,Indian Yellow,#FFB800
S21E06,Midnight Black,#000000
S21E06,Phthalo Blue,#0C0040
S21E06,Titanium White,#FFFFFF
S21E06,Van Dyke Brown,#221B15
S21E06,Yellow Ochre,#C79B00
S21E07,Alizarin Crimson,#4E1500
S21E07,Bright Red,#DB0000
S21E07,Cadmium Yellow,#FFEC00
S21E07,Dark Sienna,#5F2E1F
S21E07,Indian Yellow,#FFB800
S21E07,Liquid Clear,#FFFFFF
S21E07,Midnight Black,#000000
S21E07,Phthalo Blue,#0C0040
S21E07,Phthalo Green,#102E3C
S21E07,Prussian Blue,#021E44
S21E07,Sap Green,#0A3410
S21E07,Titanium White,#FFFFFF
S21E07,Van Dyke Brown,#221B15
S21E07,Yellow Ochre,#C79B00
S21E08,Alizarin Crimson,#4E1500
S21E08,Black Gesso,#000000
S21E08,Bright Red,#DB0000
S21E08,Cadmium Yellow,#FFEC00
S21E08,Dark Sienna,#5F2E1F
S21E08,Indian Yellow,#FFB800
S21E08,Midnight Black,#000000
S21E08,Phthalo Blue,#0C0040
S21E08,Phthalo Green,#102E3C
S21E08,Sap Green,#0A3410
S21E08,Titanium White,#FFFFFF
S21E08,Van Dyke Brown,#221B15
S21E08,Yellow Ochre,#C79B00
S21E09,Alizarin Crimson,#4E1500
S21E09,Black Gesso,#000000
S21E09,Bright Red,#DB0000
S21E09,Cadmium Yellow,#FFEC00
S21E09,Dark Sienna,#5F2E1F
S21E09,Indian Yellow,#FFB800
S21E09,Midnight Black,#000000
S21E09,Phthalo Blue,#0C0040
S21E09,Prussian Blue,#021E44
S21E09,Sap Green,#0A3410
S21E09,Titanium White,#FFFFFF
S21E09,Van Dyke Brown,#221B15
S21E09,Yellow Ochre,#C79B00
S21E10,Midnight Black,#000000
S21E10,Prussian Blue,#021E44
S21E10,Titanium White,#FFFFFF
S21E11,Alizarin Crimson,#4E1500
S21E11,Bright Red,#DB0000
S21E11,Cadmium Yellow,#FFEC00
S21E11,Indian Yellow,#FFB800
S21E11,Midnight Black,#000000
S21E11,Phthalo Blue,#0C0040
S21E11,Sap Green,#0A3410
S21E11,Titanium White,#FFFFFF
S21E11,Yellow Ochre,#C79B00
S21E12,Alizarin Crimson,#4E1500
S21E12,Bright Red,#DB0000
S21E12,Cadmium Yellow,#FFEC00
S21E12,Dark Sienna,#5F2E1F
S21E12,Indian Yellow,#FFB800
S21E12,Midnight Black,#000000
S21E12,Phthalo Blue,#0C0040
S21E12,Phthalo Green,#102E3C
S21E12,Prussian Blue,#021E44
S21E12,Sap Green,#0A3410
S21E12,Titanium White,#FFFFFF
S21E12,Van Dyke Brown,#221B15
S21E12,Yellow Ochre,#C79B00
S21E13,Alizarin Crimson,#4E1500
S21E13,Cadmium Yellow,#FFEC00
S21E13,Dark Sienna,#5F2E1F
S21E13,Liquid Clear,#FFFFFF
S21E13,Midnight Black,#000000
S21E13,Phthalo Blue,#0C0040
S21E13,Prussian Blue,#021E44
S21E13,Sap Green,#0A3410
S21E13,Titanium White,#FFFFFF
S21E13,Van Dyke Brown,#221B15
S21E13,Yellow Ochre,#C79B00
S22E01,Alizarin Crimson,#4E1500
S22E01,Bright Red,#DB0000
S22E01,Cadmium Yellow,#FFEC00
S22E01,Dark Sienna,#5F2E1F
S22E01,Indian Red,#CD5C5C
S22E01,Midnight Black,#000000
S22E01,Prussian Blue,#021E44
S22E01,Sap Green,#0A3410
S22E01,Titanium White,#FFFFFF
S22E01,Van Dyke Brown,#221B15
S22E01,Yellow Ochre,#C79B00
S22E02,Alizarin Crimson,#4E1500
S22E02,Bright Red,#DB0000
S22E02,Cadmium Yellow,#FFEC00
S22E02,Dark Sienna,#5F2E1F
S22E02,Indian Yellow,#FFB800
S22E02,Midnight Black,#000000
S22E02,Phthalo Blue,#0C0040
S22E02,Phthalo Green,#102E3C
S22E02,Prussian Blue,#021E44
S22E02,Sap Green,#0A3410
S22E02,Titanium White,#FFFFFF
S22E02,Van Dyke Brown,#221B15
S22E02,Yellow Ochre,#C79B00
S22E03,Alizarin Crimson,#4E1500
S22E03,Black Gesso,#000000
S22E03,Bright Red,#DB0000
S22E03,Cadmium Yellow,#FFEC00
S22E03,Dark Sienna,#5F2E1F
S22E03,Indian Yellow,#FFB800
S22E03,Midnight Black,#000000
S22E03,Phthalo Blue,#0C0040
S22E03,Phthalo Green,#102E3C
S22E03,Prussian Blue,#021E44
S22E03,Sap Green,#0A3410
S22E03,Titanium White,#FFFFFF
S22E03,Van Dyke Brown,#221B15
S22E03,Yellow Ochre,#C79B00
S22E04,Alizarin Crimson,#4E1500
S22E04,Bright Red,#DB0000
